dataset,Metric,test metric,mlflow_run_name,mlflow_run_id,mlflow_run_status,Seed,experiment_id,experiment_name,index,batch_size,lr,decoder,backbone,early_stop_patience,n_trials,partition_name,data_percentages,batch_size_selection,weight_decay,partition name,frozen_or_full_ft
pastis,Multiclass_Jaccard_Index,0.4142720401287079,pastis_913,ea9abc91f4b74c199aa46caa793aae36,FINISHED,913,484685672914760323,final_main_terramind_v1_base,0,16,8.226253674231802e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7528413534164429,benv2_913,1a1dad4111fc4c92b6cb360cce3cc9f3,FINISHED,913,484685672914760323,final_main_terramind_v1_base,0,8,2.2801261078204087e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7587165236473083,benv2_2007,6f988f038f3a4ed4ac1f1092ff7414c1,FINISHED,2007,484685672914760323,final_main_terramind_v1_base,0,8,2.2801261078204087e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7607244849205017,benv2_2254,a9b2c7972f8e4aadba2381a4e0a2cccb,FINISHED,2254,484685672914760323,final_main_terramind_v1_base,0,8,2.2801261078204087e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7544755935668945,benv2_205,c5e690f9da9141bf941bf10860182e40,FINISHED,205,484685672914760323,final_main_terramind_v1_base,0,8,2.2801261078204087e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7536858916282654,benv2_1829,deaceb2e71a54169b5dd582ac8d5c2d0,FINISHED,1829,484685672914760323,final_main_terramind_v1_base,0,8,2.2801261078204087e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.6865522861480713,kuro_siwo_mean_205,501a7be87fd54917b2aad94bf0b1b5b1,FINISHED,205,484685672914760323,final_main_terramind_v1_base,0,16,1.5136447545425574e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.6696933507919312,kuro_siwo_mean_913,93a8d33a6f6c40d29ad382ee5a2ae9fa,FINISHED,913,484685672914760323,final_main_terramind_v1_base,0,16,1.5136447545425574e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.6783102750778198,kuro_siwo_mean_2254,f0b6c357c7c645dfa0f5b00ab3ddee65,FINISHED,2254,484685672914760323,final_main_terramind_v1_base,0,16,1.5136447545425574e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.674956738948822,kuro_siwo_mean_1829,f236560c894b41ff895001dcaa7ae0f1,FINISHED,1829,484685672914760323,final_main_terramind_v1_base,0,16,1.5136447545425574e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.6855381727218628,kuro_siwo_mean_2007,f67752596d6d4a56b96a8d3b717defb9,FINISHED,2007,484685672914760323,final_main_terramind_v1_base,0,16,1.5136447545425574e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5836020708084106,spacenet7_2007,24a7ebf25ac04ecba112f328873e293c,FINISHED,2007,484685672914760323,final_main_terramind_v1_base,0,16,7.34416898914033e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5824726819992065,spacenet7_205,2f6becfb589c474a982afeaab072b158,FINISHED,205,484685672914760323,final_main_terramind_v1_base,0,16,7.34416898914033e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5653700232505798,spacenet7_913,4a34ffe2c6204b87bfda85b44043fd77,FINISHED,913,484685672914760323,final_main_terramind_v1_base,0,16,7.34416898914033e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5775842070579529,spacenet7_2254,508f96d121de47a2bf4270c6567c36c0,FINISHED,2254,484685672914760323,final_main_terramind_v1_base,0,16,7.34416898914033e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5771634578704834,spacenet7_1829,f42dade8aa2d4e878e9d267e691a2e62,FINISHED,1829,484685672914760323,final_main_terramind_v1_base,0,16,7.34416898914033e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4629193246364593,flair2_1829,99f8d085040849a6a2e51313dbad9572,FINISHED,1829,484685672914760323,final_main_terramind_v1_base,0,16,3.294210604368593e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4641963243484497,flair2_913,b34e845dd01e4f0e83eee0b434a0483c,FINISHED,913,484685672914760323,final_main_terramind_v1_base,0,16,3.294210604368593e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4723743200302124,flair2_2007,c46ab0c6e1354e7fb15cb81488809291,FINISHED,2007,484685672914760323,final_main_terramind_v1_base,0,16,3.294210604368593e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4651939868927002,flair2_2254,cb8b84aa8da74c808f44c778c05705ff,FINISHED,2254,484685672914760323,final_main_terramind_v1_base,0,16,3.294210604368593e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.4644911885261535,flair2_205,d8bbea189fa745118295ac6ba16261ef,FINISHED,205,484685672914760323,final_main_terramind_v1_base,0,16,3.294210604368593e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9556645629515788,biomassters_2007,02af25b9ff604920a6734112eb0e3911,FINISHED,2007,484685672914760323,final_main_terramind_v1_base,0,32,5.2586704732233135e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9554684782282764,biomassters_2254,1c93f303aaad4cf28cd4bd05df3e6b96,FINISHED,2254,484685672914760323,final_main_terramind_v1_base,0,32,5.2586704732233135e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9554290752169918,biomassters_913,6e51bd760b38486f81622a9b42487738,FINISHED,913,484685672914760323,final_main_terramind_v1_base,0,32,5.2586704732233135e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9552151061631045,biomassters_3622,8832742990144213aa79036dead7635f,FINISHED,3622,484685672914760323,final_main_terramind_v1_base,0,32,5.2586704732233135e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9554867747796338,biomassters_205,9e1dd8f173c94ccea8cd5a2a5f10ca0f,FINISHED,205,484685672914760323,final_main_terramind_v1_base,0,32,5.2586704732233135e-05,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5882353186607361,so2sat_205,236ee617eaba4034a43b6d8f6eee8421,FINISHED,205,484685672914760323,final_main_terramind_v1_base,0,8,7.133671928008202e-06,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5740365386009216,so2sat_1829,9e3be3b997b146fc910e75494e372ea2,FINISHED,1829,484685672914760323,final_main_terramind_v1_base,0,8,7.133671928008202e-06,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5882353186607361,so2sat_913,b22318b1fb6d447a85c05da15530a63e,FINISHED,913,484685672914760323,final_main_terramind_v1_base,0,8,7.133671928008202e-06,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5791075229644775,so2sat_2254,e26c7ad393b74665af2ff80f7d5615af,FINISHED,2254,484685672914760323,final_main_terramind_v1_base,0,8,7.133671928008202e-06,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.5557809472084045,so2sat_2007,f576fb3ec82542f8bc67d5f1d497479a,FINISHED,2007,484685672914760323,final_main_terramind_v1_base,0,8,7.133671928008202e-06,UNet,terramind_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6701683402061462,treesatai_2007,26e321856e764bb8ac3f8bc38df351a8,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,32,2.6358428892108275e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6613849997520447,treesatai_205,639c077e1f3742c7a537bcfa372e7c73,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,32,2.6358428892108275e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6708243489265442,treesatai_2254,833cc76244a24849a6d6afaab673e6f5,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,32,2.6358428892108275e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6576939821243286,treesatai_913,e667947dac674ecfb269f0054acb5e09,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,32,2.6358428892108275e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6590057015419006,treesatai_1829,ec7c9a3b9b8f4fe08b9223d0d3fcf420,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,32,2.6358428892108275e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6176396608352661,cloudsen12_2007,45cc610362ec4ba2a08707848fb21543,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001104048375716,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6245425939559937,cloudsen12_2254,53d168aa499c41f98ab5c696ef301d73,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001104048375716,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6000576019287109,cloudsen12_205,ab3f7f3d8b734f0686f360a9af411eb4,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001104048375716,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.5954498052597046,cloudsen12_1829,e825afd4958f48b0889fe7c102788af0,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001104048375716,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
cloudsen12,Multiclass_Jaccard_Index,0.6131954193115234,cloudsen12_913,fdbfed94bfa94088af166219bf28610e,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001104048375716,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.3160854578018188,dynamic_earthnet_205,1509afc4f86c40708e62787ab4958cc8,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,16,4.704716937818032e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.2651368677616119,dynamic_earthnet_1829,3554dfe4e1414309bf19b2850444e72f,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,16,4.704716937818032e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.2729082703590393,dynamic_earthnet_2254,840926a320664239919adcd2475f8ffc,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,16,4.704716937818032e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.3553258776664734,dynamic_earthnet_913,a5ac4d4d83544c0aa878864be92446a2,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,16,4.704716937818032e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.3342390954494476,dynamic_earthnet_2007,e6d6c5c3557c407598bb0b59aa7f8591,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,16,4.704716937818032e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5276938676834106,forestnet_2007,122a0e09b31e4ca989ac06332e4fa288,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001197501112792,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5609264969825745,forestnet_913,1811a937c78c4f949966fd1fa557bbc9,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001197501112792,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5760322213172913,forestnet_205,6ffe4eb2bf784a77b0d7134e4f213493,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001197501112792,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5669687986373901,forestnet_2254,adc990d2337d416fad5ad53fd67b6ed3,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001197501112792,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5458207726478577,forestnet_1829,af14baee5cef4207b203b3490cfcaeea,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001197501112792,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8728879690170288,spacenet2_205,11b344357f944832ad7dd30a35a8a4b3,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,16,1.2614034998382015e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8744421005249023,spacenet2_1829,20b5c0f6efc3485689de8070df439b34,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,16,1.2614034998382015e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8733031749725342,spacenet2_2007,750f6d70cba04e26bb9677adc6cc24ab,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,16,1.2614034998382015e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8740212321281433,spacenet2_913,7d07672c97d0453783ccdbee6195af65,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,16,1.2614034998382015e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8730888366699219,spacenet2_2254,a5ff736701ea4eb3af838b2187ee85a8,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,16,1.2614034998382015e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5811095237731934,fotw_913,158a8f399f4343508c9227d6bab6dd50,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,8,3.619356024779643e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5758702158927917,fotw_2007,16458f972f6f45308b9b7a890d012a2f,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,8,3.619356024779643e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5867608785629272,fotw_2254,38165d3c413e4ca59e792ea1dc938e6c,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,8,3.619356024779643e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5852174758911133,fotw_205,95248ab12e934ccb9c694fa4db149e16,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,8,3.619356024779643e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5781656503677368,fotw_1829,9b5b5f589a0a4a7d9af15f9a893da174,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,8,3.619356024779643e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6981129050254822,caffe_2254,136ca614e03043a5a4f17eff3e222b69,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,8,2.7134660014783893e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6829642057418823,caffe_205,1a0e1ca92f3c496692f3294d3ed2f3ac,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,8,2.7134660014783893e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6922590732574463,caffe_1829,460952d9614c429bbd83eb9c4a0056d4,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,8,2.7134660014783893e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6703219413757324,caffe_913,67058916d2e54e5e86b56e0ab628939c,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,8,2.7134660014783893e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6905134320259094,caffe_2007,6b9cf076d7e24d1cb17b4fb69cda9454,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,8,2.7134660014783893e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.6863229870796204,burn_scars_2254,3cf877f8e3f54441913536c8588cca2e,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,16,6.820393166318219e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.7164405584335327,burn_scars_1829,8abaf0d95caa4c129e8056b2cc66cb94,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,16,6.820393166318219e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.6498024463653564,burn_scars_1144,b9601ed6d6c24d07971b991e338fd02b,FINISHED,1144,825820043717596941,final_main_dinov3_vitl16,0,16,6.820393166318219e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.722978413105011,burn_scars_205,c5a5b477aca84a5ea72ded2ba9da0930,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,16,6.820393166318219e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.6960031390190125,burn_scars_2007,dff78b0297bc44a489b2c1661118119d,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,16,6.820393166318219e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.3395794034004211,pastis_1829,158cd1c25bcc4885bdb9c4aad5334e64,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001206437570378,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.3337613344192505,pastis_913,18c41e3014a242098698d4d75b5c7498,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001206437570378,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.3355699777603149,pastis_205,792f3b3d1d9c42c1ad9ed0100e20ba7d,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001206437570378,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.3155105710029602,pastis_2007,8584c048163f41acbaab3e2736df86d6,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001206437570378,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.3279178738594055,pastis_2254,9c62501925b24f5396ab69c691ef9b28,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,32,0.0001206437570378,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.750180721282959,benv2_2254,3fb3bd18f1e142fba99fe7e8f9fcaa5a,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,32,1.962572730267266e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7585445046424866,benv2_205,a5b8ebd022514549ba8fb6bc669038e7,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,32,1.962572730267266e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7555573582649231,benv2_913,b6acd6fe84e04de1bb23161df0da88bd,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,32,1.962572730267266e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7513452768325806,benv2_1829,c40f8737cd604af8b84ec0b1449b2702,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,32,1.962572730267266e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7526443600654602,benv2_2007,f148e5b10c6e4d8480333a9fbac4b3a1,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,32,1.962572730267266e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.6842166185379028,kuro_siwo_mean_2254,29b502c774e445b892bd7f2bc3ff9a80,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,32,3.218364393986799e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.6942185163497925,kuro_siwo_mean_1829,65a689cf43da48269a142c763bb96b69,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,32,3.218364393986799e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.689103364944458,kuro_siwo_mean_2007,9379f84294bc4b7dba77cfba4ea6cfaf,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,32,3.218364393986799e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.6925532817840576,kuro_siwo_mean_205,e5f1df293819474f918a8303e9b06efc,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,32,3.218364393986799e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
kuro_siwo,Multiclass_Jaccard_Index,0.6910665035247803,kuro_siwo_mean_913,f2a7d936e9c440d3a0059fe458bd083a,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,32,3.218364393986799e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.6070220470428467,spacenet7_2007,04adf290714c492b91c1aaa9895a88a1,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,8,0.000137889132907,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.6115546226501465,spacenet7_913,b1f8325803924453a3b21754faac29b2,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,8,0.000137889132907,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.6182361841201782,spacenet7_1829,b346440cde3245d681096ce9c2a652a6,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,8,0.000137889132907,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.6160554885864258,spacenet7_205,bec83805554f422a8ea13c0df5180c3e,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,8,0.000137889132907,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.612191915512085,spacenet7_2254,ee3ca8d267a64b9abd8001b617a6e9a1,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,8,0.000137889132907,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5418524742126465,flair2_913,02239b9a22a34fefb833f22ffaf93837,FINISHED,913,825820043717596941,final_main_dinov3_vitl16,0,32,2.017268913739735e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5485851168632507,flair2_2007,15c2055b23494450b5932abf6290e4e0,FINISHED,2007,825820043717596941,final_main_dinov3_vitl16,0,32,2.017268913739735e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5474182367324829,flair2_1829,28490005b2944821aa78a9b5827cb16c,FINISHED,1829,825820043717596941,final_main_dinov3_vitl16,0,32,2.017268913739735e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5503402948379517,flair2_2254,78245008c002487ebc5265ddffac6f84,FINISHED,2254,825820043717596941,final_main_dinov3_vitl16,0,32,2.017268913739735e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5485520958900452,flair2_205,d6cb7c45e8bd4fd783373f2714638e5f,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,32,2.017268913739735e-05,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9538436589980984,biomassters_205,325a736cdd794201a360a208d6c75c06,FINISHED,205,825820043717596941,final_main_dinov3_vitl16,0,8,0.0001979236262645,UNet,dinov3_vitl16,10.0,16,default,100,HPO,0.01,100%,full_ft
